"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-03-15 ~ 2025-04-14"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"132","경기도 군포시 당정동","103-14","0103","0014","(103-14)","36.9600","66.6667","202504","14","10,000","1","개인","개인","1978","산본로55번안길 2","-","직거래","-","25.04.17"
"133","서울특별시 서대문구 홍제동","262-3","0262","0003","MK스테이(A동)","61.9200","37.2100","202504","14","63,000","2","개인","개인","2021","세무서5길 31","-","중개거래","서울 서대문구","-"
"134","서울특별시 동작구 상도동","201-116","0201","0116","우성빌라","32.8700","19.1030","202504","14","28,000","3","개인","개인","1992","장승배기로3길 19","-","중개거래","서울 동작구","-"
"135","서울특별시 중랑구 면목동","1251-4","1251","0004","파인빌라트","29.7400","18.0600","202504","14","36,800","4","개인","개인","2012","상봉로15길 47","-","중개거래","서울 중랑구","-"
"136","경기도 군포시 산본동","75-42","0075","0042","(75-42)","18.8000","10.1700","202504","14","21,500","5","개인","개인","2015","산본천로227번길 76","-","중개거래","경기 군포시","-"
"137","서울특별시 동작구 상도동","231-19","0231","0019","선경아트빌","58.0000","39.6180","202504","14","42,600","1","개인","개인","2001","양녕로25사길 29","-","중개거래","서울 동작구","-"
"138","경기도 군포시 금정동","747-37","0747","0037","두원빌라(747-37)","36.4600","44.2125","202504","14","12,000","-1","개인","개인","1990","금재로12번길 13-15","-","중개거래","경기 군포시","-"
"139","경기도 성남시 중원구 하대원동","109-16","0109","0016","민영맨션A동","59.9300","22.6800","202504","14","30,400","3","개인","개인","2001","제일로17번길 3","-","중개거래","경기 성남시 중원구","25.04.25"
"140","서울특별시 동작구 상도동","335-83","0335","0083","동송빌리지A동","57.0300","29.1000","202504","14","18,000","1","개인","개인","2002","상도로13라길 4","-","직거래","-","25.05.07"
"141","서울특별시 성북구 상월곡동","7-148","0007","0148","시트린하우스","28.5500","17.4581","202504","14","38,500","2","개인","개인","2019","화랑로21길 44","-","중개거래","서울 성북구","-"
"142","경기도 의왕시 삼동","144-7","0144","0007","안국주택(B동)","63.2700","42.7300","202504","14","23,000","2","개인","개인","1991","까치골1길 35","-","직거래","-","25.04.18"
"143","경기도 의왕시 삼동","569-5","0569","0005","우성타운(4동)","35.2800","18.0000","202504","14","11,000","-1","개인","개인","1991","부곡중앙남6길 106-2","-","중개거래","경기 의왕시","-"
"144","서울특별시 종로구 행촌동","171-45","0171","0045","태양빌라","59.6700","27.0250","202504","14","40,000","1","개인","개인","2000","사직로1길 12-4","-","중개거래","서울 종로구","-"
"145","경기도 안산시 단원구 선부동","1130-13","1130","0013","두성쉐르빌","67.9200","38.3100","202504","14","13,500","1","개인","개인","2008","선삼로4안길 2","-","중개거래","경기 안산시 단원구","-"
"146","경상북도 문경시 점촌동","256-6","0256","0006","승창빌라","83.4400","70.0700","202504","14","13,000","2","개인","개인","1995","점촌로 42","-","직거래","-","25.04.14"
"147","경기도 하남시 신장동","442-7","0442","0007","동부연립주택","39.6700","51.5000","202504","14","29,500","2","개인","개인","1980","하남대로787번길 55","-","중개거래","경기 하남시, 서울 서초구","-"
"148","서울특별시 서초구 방배동","862-22","0862","0022","서원주택(862-22)","73.7400","33.5200","202504","14","73,500","2","개인","개인","1991","서초대로7길 15","-","중개거래","서울 서초구","-"
"149","강원특별자치도 속초시 교동","777-12","0777","0012","동설악빌라8동","45.0400","30.5000","202504","14","5,500","1","개인","개인","1991","교동로6길 47","-","중개거래","강원 속초시","-"
"150","전북특별자치도 임실군 임실읍 이도리","386-2","0386","0002","봉황","59.4000","86.3333","202504","14","3,300","2","개인","개인","1985","중동로 44-3","-","직거래","-","25.04.22"
"151","인천광역시 부평구 부평동","375-89","0375","0089","밀레니엄","58.7900","25.6000","202504","14","19,000","6","개인","개인","2010","부흥북로35번길 12-5","-","중개거래","인천 부평구","-"
"152","인천광역시 남동구 서창동","570-3","0570","0003","삼성베라체(570-3)","75.4600","41.2500","202504","14","17,000","2","개인","개인","2008","독곡로 66","-","중개거래","인천 남동구","-"
"153","부산광역시 북구 구포동","1219-11","1219","0011","금강빌라(1219-11)","65.9100","34.6200","202504","14","10,500","2","개인","개인","1996","팽나무로8번길 134","-","중개거래","부산 북구","-"
"154","경기도 수원시 영통구 매탄동","172-53","0172","0053","(172-53)","63.0100","57.7500","202504","14","10,200","1","개인","개인","1978","매여울로53번길 64","-","직거래","-","25.04.14"
"155","서울특별시 용산구 후암동","358-31","0358","0031","삼원주택","48.6600","35.8000","202504","14","31,000","-1","개인","개인","1989","두텁바위로58길 29","-","중개거래","서울 용산구","-"
"156","서울특별시 구로구 구로동","142-2","0142","0002","대흥연립","84.7800","75.0200","202504","14","40,000","2","개인","개인","1983","구로중앙로8길 3","-","중개거래","서울 구로구","-"
"157","경기도 성남시 중원구 은행동","674","0674","0000","미래맨션(674-0)","74.4300","27.9760","202504","14","39,500","3","개인","개인","2002","산성대로552번길 5-5","-","중개거래","경기 성남시 중원구","-"
"158","서울특별시 동작구 상도동","285-9","0285","0009","성종","64.6900","26.7700","202504","14","48,500","4","개인","개인","2010","국사봉길 163","-","중개거래","서울 동작구","-"
"159","서울특별시 동작구 상도동","491-19","0491","0019","아너스힐2차","29.6600","18.2600","202504","14","27,000","3","개인","개인","2014","상도로58길 8","-","중개거래","서울 동작구","-"
"160","서울특별시 은평구 녹번동","35-9","0035","0009","타워빌라(35-9)","49.8000","24.8333","202504","14","30,000","4","개인","개인","1991","통일로53길 1","-","직거래","-","25.04.25"
"161","경기도 용인시 처인구 남동","334-1","0334","0001","남동타운하우스(119,120동)","84.1400","171.4861","202504","14","40,500","1","개인","개인","2019","백옥대로884번길 15-3","-","중개거래","경기 용인시 처인구","25.04.29"
"162","부산광역시 북구 구포동","1247-1","1247","0001","장미파크빌라","47.5200","20.4500","202504","14","4,000","2","개인","개인","1996","시랑로182번길 40","-","중개거래","부산 북구","25.04.23"
"163","서울특별시 관악구 신림동","87-93","0087","0093","어반팰리스(103동,105동)","44.4800","27.9982","202504","14","34,400","2","개인","개인","2017","신림로58가길 23","-","중개거래","서울 관악구","-"
"164","서울특별시 관악구 신림동","103-135","0103","0135","동우빌라트","51.8000","30.3000","202504","14","29,500","2","개인","개인","2015","서림길 99-10","-","중개거래","서울 관악구, 서울 구로구","-"
"165","경기도 남양주시 호평동","295-11","0295","0011","(295-11)초석빌리지1동","59.6400","28.3680","202504","14","19,200","3","개인","개인","2016","늘을1로 197-8","-","중개거래","경기 남양주시","-"
"166","강원특별자치도 횡성군 둔내면 둔방내리","575","0575","0000","영진빌라","64.0200","59.1000","202504","14","6,000","4","개인","개인","1998","둔방로 26-10","-","직거래","-","25.04.15"
"167","경상남도 합천군 합천읍 합천리","1364-10","1364","0010","에이스빌라","84.8600","46.1300","202504","14","9,700","5","개인","개인","1998","충효로 97-10","-","직거래","-","25.04.18"
"168","경기도 수원시 장안구 영화동","417-6","0417","0006","재은빌라트5차C동","72.5500","37.7697","202504","14","21,700","2","개인","개인","2003","수성로304번길 51","-","중개거래","경기 수원시 장안구","-"
"169","서울특별시 은평구 불광동","447-73","0447","0073","동진빌라(447-73)","37.8700","29.9000","202504","14","20,000","2","개인","개인","2007","연서로41가길 24-6","-","중개거래","서울 은평구","-"
"170","경기도 이천시 부발읍 신하리","480-6","0480","0006","보경빌라(5,6동)","63.0000","32.1185","202504","14","6,100","2","개인","개인","1992","경충대로2265번길 105","-","중개거래","경기 이천시","-"
"171","경기도 과천시 주암동","443-2","0443","0002","현대2차","80.7300","62.8000","202504","14","56,000","4","개인","개인","2014","삼부골로 38","-","중개거래","경기 과천시","-"
"172","서울특별시 성북구 장위동","230-204","0230","0204","로얄캐슬","49.0000","29.8100","202504","14","40,600","2","개인","개인","2016","장위로 33-20","-","중개거래","서울 성북구","25.04.22"
"173","서울특별시 마포구 서교동","2","0002","0000","서교Gracevill2차","23.9100","14.8700","202504","14","28,000","5","개인","개인","2017","월드컵로20길 21","-","중개거래","서울 마포구","25.04.14"
"174","경상북도 영천시 망정동","410-28","0410","0028","호반그린102동","62.7750","42.7245","202504","14","5,000","3","개인","개인","2002","언하공단로 91-4","-","직거래","-","-"
"175","부산광역시 사하구 괴정동","260-419","0260","0419","웰하우스","41.1500","19.8200","202504","14","13,400","2","개인","개인","2015","승학로224번길 104","-","중개거래","부산 사하구","-"
"176","부산광역시 사하구 하단동","613-1","0613","0001","(613-1)","16.7000","9.4136","202504","14","7,000","5","개인","개인","2013","괴정로15번길 16","-","직거래","-","25.04.21"
"177","경기도 안산시 단원구 와동","802-20","0802","0020","낙원파밀리아A동","73.9200","37.3125","202504","14","19,300","2","개인","개인","2014","화정천동로3안길 21-1","-","중개거래","경기 안산시 단원구","-"
"178","부산광역시 금정구 부곡동","331-43","0331","0043","우진더클래식103","58.1123","36.3396","202504","14","18,500","3","개인","개인","2015","동부곡로5번길 148-12","-","중개거래","부산 금정구","25.04.29"
"179","서울특별시 서대문구 홍제동","105-46","0105","0046","무악빌라","67.0300","30.4500","202504","14","55,000","1","개인","개인","1995","통일로28길 31","-","중개거래","서울 서대문구","25.04.22"
"180","경기도 안양시 만안구 석수동","310-13","0310","0013","영원해밀리지2","47.9500","28.6400","202504","14","25,600","4","개인","개인","2014","석수로16번길 32-16","-","중개거래","경기 안양시 만안구","-"
"181","경기도 용인시 기흥구 구갈동","400-6","0400","0006","삼익마에스트로(102동)","44.9790","24.1600","202504","14","17,000","4","개인","개인","2015","신구로64번길 4","-","중개거래","경기 용인시 기흥구","-"
"182","경상북도 영주시 풍기읍 교촌리","10-8","0010","0008","베스트빌B","41.1300","36.7583","202504","14","4,500","2","개인","개인","2016","동양대로65번길 62-3","-","중개거래","경북 영주시","25.04.15"
"183","경기도 용인시 처인구 양지면 남곡리","147-57","0147","0057","센텀스몰시티(205,206동)","61.6800","48.4115","202504","14","13,500","4","개인","개인","2012","남곡로33번길 4-2","-","중개거래","경기 용인시 처인구","-"
"184","부산광역시 금정구 서동","113-3","0113","0003","한흥맨션","45.2600","41.1300","202504","14","5,000","1","개인","개인","1982","금사로51번길 15","-","직거래","-","25.04.15"
"185","경기도 양평군 양서면 양수리","565-9","0565","0009","양수명가빌라","69.0900","28.9200","202504","14","14,200","3","개인","개인","2004","양수로152번길 19","-","중개거래","경기 양평군","-"
"186","경기도 용인시 처인구 고림동","807-3","0807","0003","성지빌라","59.6400","38.4000","202504","14","6,500","4","개인","개인","1993","고진로75번길 2-5","-","중개거래","경기 용인시 처인구","25.04.25"
"187","경상북도 영주시 휴천동","660","0660","0000","시온주택","78.1300","56.9667","202504","14","5,200","3","개인","개인","1983","대동로193번길 36","-","중개거래","경북 영주시","25.04.28"
"188","경기도 용인시 처인구 양지면 남곡리","127-13","0127","0013","파인힐스105동","59.9800","52.0000","202504","14","12,800","1","개인","개인","2011","남평로26번길 10-4","-","중개거래","경기 용인시 처인구","25.04.30"
"189","서울특별시 강동구 암사동","454-1","0454","0001","라온프라이빗(454-1)","28.2500","17.0000","202504","14","29,000","5","개인","개인","2020","고덕로24가길 8","-","중개거래","서울 강동구","-"
"190","인천광역시 부평구 십정동","409-9","0409","0009","은하빌라","36.6900","21.6332","202504","14","7,500","3","개인","개인","1994","동암광장로8번길 34","-","중개거래","인천 부평구","-"
"191","경상북도 구미시 상모동","11-10","0011","0010","삼학빌라트3차102동","76.1300","48.3625","202504","14","9,400","1","개인","개인","2001","상모로5길 12","-","중개거래","경북 구미시","-"
"192","경기도 화성시 향남읍 장짐리","156","0156","0000","지나타운","76.0200","80.3125","202504","14","8,500","4","개인","개인","1998","서낭목길 69-4","-","직거래","-","25.04.16"
"193","경기도 용인시 처인구 포곡읍 둔전리","155-1","0155","0001","우진맨션(104동)","67.6800","47.0000","202504","14","11,700","3","개인","개인","2002","포곡로118번길 5-4","-","중개거래","경기 용인시 처인구","25.04.17"
"194","경기도 용인시 처인구 포곡읍 둔전리","151-16","0151","0016","빌리지꿈","26.0700","17.5700","202504","14","7,000","5","개인","개인","2013","포곡로108번길 10-8","-","직거래","-","25.04.30"
"195","경기도 용인시 처인구 모현읍 능원리","181-1","0181","0001","n-클래식(비동,씨동)","49.8200","32.8790","202504","14","14,500","4","개인","개인","2016","능곡로 16-8","-","중개거래","경기 용인시 처인구","-"
"196","서울특별시 관악구 봉천동","1688-44","1688","0044","한양홈타운","60.2600","26.7500","202504","14","33,000","3","개인","개인","2003","남부순환로247나길 48-4","-","중개거래","서울 관악구","-"
"197","서울특별시 관악구 봉천동","1582-1","1582","0001","예진빌리지","44.8500","21.4500","202504","14","27,300","4","개인","개인","2004","청룡11길 28","-","중개거래","서울 관악구","-"
"198","인천광역시 부평구 산곡동","311-79","0311","0079","금복빌라","45.6600","31.8000","202504","14","6,200","2","개인","개인","1992","마장로144번길 67","-","중개거래","인천 부평구","25.05.02"
"199","제주특별자치도 제주시 이도이동","264-1","0264","0001","레노시스오렌지팜","84.5158","157.1250","202504","14","30,000","3","개인","개인","2006","신설동길 15","-","직거래","-","25.04.14"
"200","경기도 안양시 만안구 석수동","305-2","0305","0002","관악","76.6300","61.9875","202504","14","30,000","1","개인","개인","1978","석수로16번길 68-11","-","중개거래","경기 안양시 만안구","-"
"201","경기도 성남시 수정구 태평동","1553","1553","0000","(1553-0)","57.5600","34.0500","202504","14","16,000","1","개인","법인","1986","남문로117번길 30-1","-","직거래","-","25.04.15"
